"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.246867969E0,1.437781751E-1,1.862320602E-1,1.994416267E-1
5.265677397E0,8.391514421E-2,1.721825749E-1,1.734806150E-1
5.284486824E0,1.190388575E-1,1.449998617E-1,1.624853760E-1
5.303296251E0,1.315612346E-1,1.651578248E-1,1.658450365E-1
5.322105678E0,9.704835713E-2,1.184280142E-1,1.612636745E-1
5.340915105E0,6.558972597E-2,5.337277800E-2,1.408002973E-1
5.359724532E0,8.177717775E-2,5.489989743E-2,1.218640283E-1
5.378533959E0,7.322531193E-2,6.131379306E-2,9.651386738E-2
5.397343386E0,3.504735976E-2,1.059056446E-1,6.077930331E-2
5.416152813E0,2.649549954E-2,1.343100369E-1,2.809897438E-2
5.434962240E0,2.741177008E-2,1.260636002E-1,3.970507067E-3
5.453771667E0,3.504735976E-2,8.391514421E-2,-8.857285604E-3
5.472581094E0,5.367820337E-2,1.080436110E-1,-4.581354558E-3
5.491390522E0,8.330429345E-2,1.181225851E-1,1.832541823E-2
5.510199949E0,9.277242422E-2,7.200361788E-2,3.206948191E-2
5.529009376E0,7.261446863E-2,1.239256412E-1,3.512371704E-2
5.547818803E0,7.841751724E-2,2.176906914E-1,2.809897438E-2
5.566628230E0,1.126249656E-1,2.347944081E-1,1.282779220E-2
5.585437657E0,1.068219170E-1,1.608818918E-1,3.023693897E-2
5.604247084E0,6.406260282E-2,1.700446010E-1,3.054236248E-2
5.623056511E0,2.802261710E-2,2.445679754E-1,-2.443389036E-3
5.641865938E0,8.780929260E-3,2.424300015E-1,-5.192201585E-3
5.660675365E0,1.855448633E-2,1.853157878E-1,1.954711229E-2
5.679484792E0,3.779617324E-2,1.605764776E-1,5.680879578E-2
5.698294219E0,2.832804248E-2,2.021140903E-1,1.038440317E-1
5.717103647E0,-1.603474026E-3,2.430408597E-1,1.169772521E-1
5.735913074E0,-9.849912487E-3,2.344889939E-1,1.450762302E-1
5.754722501E0,-7.101099472E-3,1.758476496E-1,1.585148573E-1
5.773531928E0,-6.726955622E-2,1.373642832E-1,1.356080920E-1
5.792341355E0,-1.314085126E-1,8.941277117E-2,9.132166207E-2
5.811150782E0,-1.653105468E-1,3.321481869E-2,2.626643144E-2
5.829960209E0,-2.245627195E-1,3.840702027E-2,-3.695625812E-2
5.848769636E0,-2.719033957E-1,8.696937561E-2,-7.788302749E-2
5.867579063E0,-2.624352574E-1,4.909684882E-2,-1.017060652E-1
5.886388490E0,-2.648786306E-1,8.399150101E-4,-1.197260618E-1
5.905197917E0,-2.123457789E-1,-4.955498502E-2,-8.399149776E-2
5.924007344E0,-1.292705536E-1,-3.947600350E-2,-6.780404598E-2
5.942816772E0,1.145338640E-3,-5.566345528E-2,-6.963659078E-2
5.961626199E0,9.124530852E-2,-1.274380088E-1,-5.314370990E-2
5.980435626E0,1.648524106E-1,-1.307976693E-1,-3.237490356E-2
5.999245053E0,2.067717910E-1,-3.275668249E-2,1.130067464E-2
6.018054480E0,1.114032716E-1,-9.544488043E-3,5.528167635E-2
6.036863907E0,4.573718831E-2,-1.210241169E-1,4.275930673E-2
6.055673334E0,5.306735635E-2,-1.158319116E-1,2.535016090E-2
6.074482761E0,4.085041210E-2,-6.490251981E-3,5.314370990E-2
6.093292188E0,1.122431830E-2,-6.184828468E-3,5.131116882E-2
6.112101615E0,-5.657972768E-2,-7.101099472E-3,2.504473738E-2
6.130911042E0,-1.353790164E-1,1.184280142E-1,2.993151546E-2
6.149720469E0,-1.375169903E-1,2.018086612E-1,8.460234851E-2
6.168529897E0,-1.020878479E-1,2.015032321E-1,1.298050433E-1
6.187339324E0,-1.033095419E-1,1.837886721E-1,1.692046970E-1
6.206148699E0,-8.254073560E-2,2.155527323E-1,1.829487532E-1
6.224958126E0,-2.725905925E-2,2.824405134E-1,1.960819662E-1
6.243767553E0,1.580567285E-2,3.154262602E-1,2.049392611E-1
6.262576980E0,4.848600179E-2,2.412083149E-1,1.643179059E-1
6.281386407E0,7.597412914E-2,1.789018959E-1,1.285833418E-1
6.300195834E0,8.727480471E-2,1.929513812E-1,9.315420687E-2
6.319005261E0,8.819106966E-2,1.651578248E-1,5.528167635E-2
6.337814688E0,7.536327839E-2,1.223985180E-1,2.535016090E-2
6.356624115E0,5.031854287E-2,1.416402012E-1,-7.330167107E-3
6.375433542E0,3.840702027E-2,1.617981642E-1,-3.970507160E-2
6.394242969E0,3.046600707E-2,1.379751265E-1,-5.039490014E-2
6.413052397E0,1.702736691E-2,1.352263093E-1,-4.184303805E-2
6.431861824E0,1.947075687E-2,1.285069883E-1,-4.489727318E-2
6.450671251E0,8.475505747E-3,1.300341040E-1,-2.321219631E-2
6.469480678E0,-1.443126611E-2,1.355317384E-1,1.618745178E-2
6.488290105E0,-1.901262067E-2,1.315612346E-1,4.856235534E-2
6.507099532E0,-2.512109280E-2,2.008923888E-1,2.168507688E-2
6.525908907E0,-1.901262067E-2,2.082225531E-1,1.191152167E-2
6.544718334E0,-2.573194169E-2,1.614927500E-1,3.237490356E-2
6.563527761E0,-2.573194169E-2,1.480541080E-1,7.421794534E-2
6.582337188E0,4.810422193E-3,8.788564801E-2,7.543963939E-2
6.601146615E0,-2.298312820E-2,5.795413256E-2,-4.275930673E-2
6.619956042E0,-1.701973230E-1,1.245364845E-1,-2.373141646E-1
6.638765469E0,-7.887565345E-2,7.108735293E-2,-3.063398898E-1
6.657574897E0,2.466295846E-2,4.810422193E-3,-2.446443290E-1
6.676384324E0,-4.588989913E-2,-1.295759678E-1,-1.349972486E-1
6.695193751E0,-1.504211407E-2,-2.734304965E-1,1.252236869E-2
6.714003178E0,3.962871432E-2,-2.395284772E-1,-2.901524492E-2
6.732812605E0,1.031568274E-1,-1.023932695E-1,-9.620844573E-2
6.751621980E0,1.572168171E-1,-1.118614078E-1,-1.206423342E-1
6.770431407E0,1.245364845E-1,-2.428881377E-1,-9.071081877E-2
6.789240834E0,7.627955079E-2,-3.482593000E-1,-8.246438205E-2
6.808050261E0,5.948125198E-2,-3.314609826E-1,-8.154810965E-2
6.826859688E0,6.742226332E-2,-2.868691385E-1,-5.314370990E-2
6.845669115E0,3.840702027E-2,-2.404447496E-1,-3.603998944E-2
6.864478542E0,-3.184041381E-2,-1.463742703E-1,-1.313321572E-2
6.883287969E0,-8.498412371E-2,-7.795938104E-2,-6.108472589E-3
6.902097397E0,-1.191915721E-1,-7.062921673E-2,1.832541777E-3
6.920906824E0,-1.256054640E-1,-5.841226876E-2,1.160609815E-2
6.939716251E0,-1.118614078E-1,-3.428380191E-2,6.719320081E-3
6.958525678E0,-8.803836256E-2,-3.214583546E-2,9.162708884E-4
6.977335053E0,-6.390989572E-2,-4.100312293E-2,6.108472589E-4
6.996144480E0,-5.810684711E-2,1.397313084E-2,-1.099525020E-2
7.014953907E0,-6.665870547E-2,2.283041552E-2,-1.557660475E-2
7.033763334E0,-6.146650389E-2,2.290677221E-4,-2.412846684E-2
7.052572761E0,-3.122956678E-2,-3.817795368E-4,-2.748812735E-2
7.071382188E0,-7.635590737E-5,-1.168245357E-2,-2.626643144E-2
7.090191615E0,1.885990985E-2,-3.275668249E-2,-2.901524492E-2
7.109001042E0,2.069245093E-2,-5.291464552E-2,-3.359659761E-2
7.127810417E0,1.122431830E-2,-5.322006717E-2,-4.031591862E-2
7.146619844E0,3.283303929E-3,-4.772244394E-2,-4.123219103E-2
7.165429272E0,1.145338640E-3,-6.971294433E-2,-3.726168349E-2
7.184238699E0,-4.352286924E-3,-6.696412712E-2,-2.748812735E-2
7.203048126E0,-1.168245357E-2,-5.627430230E-2,-2.321219631E-2
7.221857553E0,-2.420482226E-2,-4.375193641E-2,-1.221694518E-2
