"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.215311746E2,-1.241874933E0,1.129412293E0,-9.716055870E0
7.215499858E2,-1.256231904E0,1.128215909E0,-9.704092026E0
7.215687970E2,-1.255035520E0,1.136590719E0,-9.667003632E0
7.215876082E2,-1.258624673E0,1.136590719E0,-9.637093544E0
7.216064194E2,-1.294517040E0,1.152144074E0,-9.651450157E0
7.216252306E2,-1.287338614E0,1.125823021E0,-9.686145782E0
7.216440418E2,-1.263410330E0,1.100698471E0,-9.667003632E0
7.216628530E2,-1.243071318E0,1.092323542E0,-9.670592308E0
7.216816642E2,-1.243071318E0,1.094716311E0,-9.662218094E0
7.217004754E2,-1.241874933E0,1.107876897E0,-9.672985077E0
7.217192867E2,-1.237089276E0,1.097109199E0,-9.681360245E0
7.217380979E2,-1.231107235E0,1.110269666E0,-9.696913719E0
7.217569091E2,-1.253839016E0,1.116251707E0,-9.704092026E0
7.217757203E2,-1.271785259E0,1.133001566E0,-9.708877563E0
7.217945315E2,-1.298106313E0,1.124626637E0,-9.690931320E0
7.218133427E2,-1.314856052E0,1.122233868E0,-9.672985077E0
7.218321539E2,-1.286142230E0,1.130608678E0,-9.687342644E0
7.218509651E2,-1.241874933E0,1.109073281E0,-9.658628464E0
7.218697763E2,-1.226321578E0,1.094716311E0,-9.670592308E0
7.218885875E2,-1.281356573E0,1.092323542E0,-9.711270332E0
7.219073980E2,-1.349551916E0,1.127019525E0,-9.711270332E0
7.219262092E2,-1.322034478E0,1.160519004E0,-9.658628464E0
7.219450204E2,-1.253839016E0,1.129412293E0,-9.652647018E0
7.219638316E2,-1.261017561E0,1.128215909E0,-9.663414001E0
7.219826428E2,-1.257428288E0,1.130608678E0,-9.696913719E0
7.220014540E2,-1.263410330E0,1.118644595E0,-9.718449593E0
7.220202652E2,-1.253839016E0,1.122233868E0,-9.664610863E0
7.220390764E2,-1.252642632E0,1.122233868E0,-9.676574707E0
7.220578876E2,-1.286142230E0,1.106680512E0,-9.689735413E0
7.220766988E2,-1.336391449E0,1.109073281E0,-9.680164337E0
7.220955100E2,-1.336391449E0,1.129412293E0,-9.700503349E0
7.221143212E2,-1.338784218E0,1.118644595E0,-9.696913719E0
7.221331324E2,-1.306481123E0,1.118644595E0,-9.678967476E0
7.221519436E2,-1.278963685E0,1.148554921E0,-9.669396400E0
7.221707548E2,-1.232303619E0,1.194018483E0,-9.647860527E0
7.221895660E2,-1.227517962E0,1.152144074E0,-9.645467758E0
7.222083772E2,-1.292124271E0,1.135394335E0,-9.670592308E0
7.222271884E2,-1.403390527E0,1.134197950E0,-9.689735413E0
7.222459996E2,-1.406979680E0,1.113858938E0,-9.712467194E0
7.222648108E2,-1.324427366E0,1.119840980E0,-9.693324089E0
7.222836220E2,-1.211964726E0,1.123430252E0,-9.686145782E0
7.223024332E2,-1.162911773E0,1.159322619E0,-9.704092026E0
7.223212444E2,-1.176072359E0,1.160519004E0,-9.694520950E0
7.223400556E2,-1.220339537E0,1.171286702E0,-9.646664619E0
7.223588668E2,-1.265803218E0,1.159322619E0,-9.639486313E0
7.223776780E2,-1.282552958E0,1.167697430E0,-9.656235695E0
7.223964892E2,-1.306481123E0,1.143769264E0,-9.675378799E0
7.224153004E2,-1.302891970E0,1.129412293E0,-9.683753014E0
7.224341116E2,-1.306481123E0,1.128215909E0,-9.684949875E0
7.224529228E2,-1.250249863E0,1.149751306E0,-9.678967476E0
7.224717340E2,-1.192822099E0,1.133001566E0,-9.676574707E0
7.224905452E2,-1.221535921E0,1.130608678E0,-9.671789169E0
7.225093564E2,-1.318445325E0,1.141376376E0,-9.707681656E0
7.225281676E2,-1.335195065E0,1.149751306E0,-9.738788605E0
7.225469788E2,-1.278963685E0,1.165304661E0,-9.674181938E0
7.225657900E2,-1.217946768E0,1.162911773E0,-9.623932838E0
7.225846012E2,-1.210768223E0,1.154536963E0,-9.668199539E0
7.226034124E2,-1.240678549E0,1.112662554E0,-9.711270332E0
7.226222236E2,-1.261017561E0,1.110269666E0,-9.699306488E0
7.226410348E2,-1.271785259E0,1.111466169E0,-9.657432556E0
7.226598460E2,-1.249053478E0,1.133001566E0,-9.681360245E0
7.226786572E2,-1.243071318E0,1.171286702E0,-9.687342644E0
7.226974684E2,-1.275374413E0,1.186840057E0,-9.653842926E0
7.227162796E2,-1.272981644E0,1.146162033E0,-9.653842926E0
7.227350908E2,-1.258624673E0,1.087537885E0,-9.683753014E0
7.227539020E2,-1.220339537E0,1.071984529E0,-9.716055870E0
7.227727132E2,-1.219143152E0,1.130608678E0,-9.749555588E0
7.227915244E2,-1.226321578E0,1.152144074E0,-9.734002113E0
7.228103356E2,-1.231107235E0,1.143769264E0,-9.682557106E0
7.228291467E2,-1.234696507E0,1.156929731E0,-9.652647018E0
7.228479579E2,-1.272981644E0,1.162911773E0,-9.641879082E0
7.228667691E2,-1.274178028E0,1.154536963E0,-9.645467758E0
7.228855803E2,-1.252642632E0,1.130608678E0,-9.658628464E0
7.229043915E2,-1.259821177E0,1.116251707E0,-9.686145782E0
7.229232027E2,-1.228714466E0,1.117448211E0,-9.708877563E0
7.229420139E2,-1.220339537E0,1.104287624E0,-9.669396400E0
7.229608251E2,-1.204786181E0,1.103091240E0,-9.657432556E0
7.229796363E2,-1.216750264E0,1.076770186E0,-9.693324089E0
7.229984474E2,-1.244267821E0,1.130608678E0,-9.707681656E0
7.230172586E2,-1.282552958E0,1.158126116E0,-9.696913719E0
7.230360698E2,-1.289731383E0,1.125823021E0,-9.682557106E0
7.230548810E2,-1.263410330E0,1.110269666E0,-9.689735413E0
7.230736922E2,-1.252642632E0,1.133001566E0,-9.682557106E0
7.230925034E2,-1.229910851E0,1.153340459E0,-9.668199539E0
7.231113146E2,-1.178465128E0,1.117448211E0,-9.678967476E0
7.231301258E2,-1.185643673E0,1.107876897E0,-9.699306488E0
7.231489370E2,-1.220339537E0,1.144965649E0,-9.696913719E0
7.231677482E2,-1.287338614E0,1.128215909E0,-9.657432556E0
7.231865594E2,-1.351944804E0,1.122233868E0,-9.643074989E0
7.232053706E2,-1.361516118E0,1.113858938E0,-9.712467194E0
7.232241818E2,-1.330409408E0,1.138983607E0,-9.732806206E0
7.232429929E2,-1.280160069E0,1.129412293E0,-9.706484795E0
7.232618041E2,-1.239482164E0,1.140179992E0,-9.672985077E0
